Pergunta,Resposta
O que é uma função auto-invocável (IIFE)?,Uma IIFE (Immediately Invoked Function Expression) é uma função que é executada assim que é definida. Ela é usada para criar escopos privados e evitar a poluição do escopo global.
Como você pode escrever um comentário de uma linha e um comentário de várias linhas em JavaScript?,"Comentários de uma linha são escritos usando `//`, e comentários de várias linhas são escritos usando `/* ... */`."
O que é o DOM (Document Object Model) e como ele se relaciona com JavaScript?,"O DOM é uma representação em árvore da estrutura de um documento HTML ou XML. JavaScript usa o DOM para interagir com os elementos de uma página web, manipulando seu conteúdo, estilo e comportamento."
O que é o evento bubbling em JavaScript?,"Event bubbling é o processo em que um evento disparado em um elemento do DOM ""borbulha"" para cima na árvore do DOM, disparando os manipuladores de eventos dos elementos pai."
O que é o evento capturing em JavaScript?,"Event capturing é o processo oposto ao bubbling, onde um evento é capturado pelo elemento mais externo na árvore do DOM antes de ser disparado no elemento alvo."
Qual a diferença entre `localStorage` e `sessionStorage` em JavaScript?,"`localStorage` armazena dados permanentemente no navegador, enquanto `sessionStorage` armazena dados apenas durante a duração da sessão do navegador."
O que é o método `JSON.stringify()` e como ele é usado?,`JSON.stringify()` converte um objeto JavaScript em uma string JSON. Ele é usado para serializar dados para armazenamento ou transmissão.
O que é o método `JSON.parse()` e como ele é usado?,`JSON.parse()` converte uma string JSON em um objeto JavaScript. Ele é usado para desserializar dados recebidos de uma fonte externa ou armazenados anteriormente.
O que é o método `setTimeout()` e como ele é usado?,`setTimeout()` agenda a execução de uma função após um determinado período de tempo (em milissegundos). Ele é usado para executar código assíncrono após um atraso.
O que é o método `setInterval()` e como ele é usado?,`setInterval()` executa repetidamente uma função a cada determinado período de tempo (em milissegundos). Ele é usado para executar código assíncrono em intervalos regulares.
Como você pode interromper a execução de um `setInterval()`?,"Você pode interromper a execução de um `setInterval()` usando a função `clearInterval()`, passando o ID retornado por `setInterval()` como argumento."
O que é o `use strict` em JavaScript e qual seu propósito?,"`use strict` é uma diretiva que habilita o modo estrito em JavaScript. Ele ajuda a escrever código mais seguro e limpo, aplicando regras mais rigorosas e lançando erros para práticas ruins."
O que é o método `forEach()` em arrays e como ele é usado?,`forEach()` é um método de array que executa uma função para cada elemento do array. Ele é usado para iterar sobre os elementos de um array e realizar alguma ação em cada um.
Como você pode ordenar um array de números em JavaScript?,"Você pode usar o método `sort()` com uma função de comparação para ordenar um array de números. Exemplo: `numeros.sort((a, b) => a - b);` para ordenação crescente."
O que é o operador spread (`...`) e como ele é usado?,"O operador spread (`...`) permite expandir um array ou objeto em elementos individuais. Ele é usado para copiar arrays, combinar arrays, passar argumentos para funções e criar cópias de objetos."
O que é o destructuring em JavaScript e como ele é usado?,Destructuring é uma sintaxe que permite extrair valores de arrays ou propriedades de objetos e atribuí-los a variáveis de forma mais concisa.
O que são iterators e iterables em JavaScript?,"Um iterable é um objeto que pode ser iterado (por exemplo, usando um loop `for...of`). Um iterator é um objeto que define como iterar sobre um iterable, fornecendo um método `next()` que retorna o próximo valor na sequência."
Como você pode verificar se um número é inteiro em JavaScript?,Você pode usar `Number.isInteger(numero)` para verificar se um número é inteiro.
O que é o método `Object.keys()` e como ele é usado?,`Object.keys()` retorna um array com todas as chaves de um objeto.
O que é o método `Object.values()` e como ele é usado?,`Object.values()` retorna um array com todos os valores de um objeto.
O que é o método `Object.entries()` e como ele é usado?,"`Object.entries()` retorna um array de arrays, onde cada array interno contém um par chave-valor de um objeto."
Como você pode clonar um array em JavaScript?,"Você pode clonar um array usando o operador spread (`...`), o método `slice()` ou o método `Array.from()`."
O que é o operador `??` (nullish coalescing operator) e como ele é usado?,"O operador `??` retorna o operando da direita quando o operando da esquerda é `null` ou `undefined`, caso contrário, retorna o operando da esquerda."
O que é o operador `?.` (optional chaining operator) e como ele é usado?,O operador `?.` permite acessar propriedades de um objeto sem causar um erro se uma propriedade intermediária for `null` ou `undefined`. Ele retorna `undefined` se a propriedade não existir.
O que são promises em JavaScript e como elas são usadas para lidar com código assíncrono?,"Promises são objetos que representam o resultado eventual de uma operação assíncrona. Elas têm três estados: pendente, resolvida e rejeitada. São usadas para simplificar o tratamento de código assíncrono e evitar o ""callback hell""."
O que são as palavras-chave `async` e `await` em JavaScript e como elas são usadas com promises?,"`async` é uma palavra-chave que declara uma função assíncrona, que sempre retorna uma promise. `await` é uma palavra-chave que pausa a execução da função assíncrona até que a promise seja resolvida ou rejeitada. Elas tornam o código assíncrono mais legível e semelhante ao código síncrono."
O que é o método `Promise.all()` e como ele é usado?,`Promise.all()` recebe um array de promises e retorna uma única promise que é resolvida quando todas as promises no array são resolvidas ou rejeitada se alguma promise for rejeitada.
O que é o método `Promise.race()` e como ele é usado?,`Promise.race()` recebe um array de promises e retorna uma promise que é resolvida ou rejeitada assim que a primeira promise no array for resolvida ou rejeitada.
O que é um try...catch statement em JavaScript e para que ele é usado?,"A instrução `try...catch` é usada para lidar com exceções em JavaScript. O código que pode lançar uma exceção é colocado dentro do bloco `try`, e o código que lida com a exceção é colocado dentro do bloco `catch`."
O que é o bloco `finally` em um try...catch...finally statement e quando ele é executado?,"O bloco `finally` é executado sempre após o bloco `try` e o bloco `catch`, independentemente de uma exceção ter sido lançada ou não. Ele é usado para realizar limpeza ou liberar recursos."
Como você pode lançar um erro personalizado em JavaScript?,"Você pode lançar um erro personalizado usando a palavra-chave `throw` seguida por um objeto `Error` ou uma string. Exemplo: `throw new Error(""Mensagem de erro personalizada"");`."
O que é um callback function?,"Uma callback function é uma função passada como um argumento para outra função, que é então invocada (chamada de volta) dentro da função externa para completar alguma ação."
Qual é a diferença entre uma função síncrona e assíncrona?,"Uma função síncrona é executada em ordem e bloqueia a execução de outras funções até que seja concluída. Uma função assíncrona permite que outras funções sejam executadas enquanto espera por uma operação ser concluída, utilizando callbacks, promises ou async/await para lidar com os resultados."
Como você pode evitar o callback hell em JavaScript?,"O callback hell pode ser evitado usando Promises, async/await, ou organizando o código em funções menores e mais gerenciáveis."
O que é o padrão de módulo em JavaScript e por que é importante?,"O padrão de módulo é uma forma de encapsular código JavaScript em módulos reutilizáveis e independentes. Ele ajuda a evitar conflitos de nomes, organizar o código e promover a reutilização."
Como você pode criar um módulo em JavaScript usando IIFE (Immediately Invoked Function Expression)?,Você pode criar um módulo usando IIFE envolvendo o código do módulo em uma função anônima que é executada imediatamente. Isso cria um escopo privado para as variáveis e funções do módulo.
